Date & Time,Temperature
"02/01/2018, 08:03:43",119
"02/01/2018, 08:03:46",119
"02/01/2018, 08:03:49",119
"02/01/2018, 08:03:52",119
"02/01/2018, 08:03:55",119
"02/01/2018, 08:03:58",119
"02/01/2018, 08:04:01",119
"02/01/2018, 08:04:04",119
"02/01/2018, 08:04:07",119
"02/01/2018, 08:04:10",119
"02/01/2018, 08:04:13",119
"02/01/2018, 08:04:16",119
"02/01/2018, 08:04:19",119
"02/01/2018, 08:04:22",119
"02/01/2018, 08:04:25",119
"02/01/2018, 08:04:28",119
"02/01/2018, 08:04:31",119
"02/01/2018, 08:04:34",119
"02/01/2018, 08:04:34",120
"02/01/2018, 08:04:37",120
"02/01/2018, 08:04:40",120
"02/01/2018, 08:04:43",120
"02/01/2018, 08:04:46",120
"02/01/2018, 08:04:49",120
"02/01/2018, 08:04:52",120
"02/01/2018, 08:04:55",120
"02/01/2018, 08:04:58",120
"02/01/2018, 08:05:01",120
"02/01/2018, 08:05:04",120
"02/01/2018, 08:05:07",120
"02/01/2018, 08:05:10",120
"02/01/2018, 08:05:13",120
"02/01/2018, 08:05:16",120
"02/01/2018, 08:05:19",120
"02/01/2018, 08:05:22",120
"02/01/2018, 08:05:25",120
"02/01/2018, 08:05:28",120
"02/01/2018, 08:05:31",120
"02/01/2018, 08:05:34",120
"02/01/2018, 08:05:37",120
"02/01/2018, 08:05:40",120
"02/01/2018, 08:05:43",120
"02/01/2018, 08:05:46",120
"02/01/2018, 08:05:49",120
"02/01/2018, 08:05:52",120
"02/01/2018, 08:05:55",120
"02/01/2018, 08:05:58",120
"02/01/2018, 08:06:01",120
"02/01/2018, 08:06:04",120
"02/01/2018, 08:06:07",120
"02/01/2018, 08:06:10",120
"02/01/2018, 08:06:13",120
"02/01/2018, 08:06:16",120
"02/01/2018, 08:06:19",120
"02/01/2018, 08:06:22",120
"02/01/2018, 08:06:25",120
"02/01/2018, 08:06:28",120
"02/01/2018, 08:06:31",120
"02/01/2018, 08:06:34",120
"02/01/2018, 08:06:37",120
"02/01/2018, 08:06:40",120
"02/01/2018, 08:06:43",120
"02/01/2018, 08:06:46",120
"02/01/2018, 08:06:49",120
"02/01/2018, 08:06:52",120
"02/01/2018, 08:06:55",120
"02/01/2018, 08:06:58",120
"02/01/2018, 08:07:02",120
"02/01/2018, 08:07:05",120
"02/01/2018, 08:07:08",120
"02/01/2018, 08:07:11",120
"02/01/2018, 08:07:14",120
"02/01/2018, 08:07:17",120
"02/01/2018, 08:07:20",120
"02/01/2018, 08:07:23",120
"02/01/2018, 08:07:26",120
"02/01/2018, 08:07:29",120
"02/01/2018, 08:07:32",120
"02/01/2018, 08:07:35",120
"02/01/2018, 08:07:38",120
"02/01/2018, 08:07:41",120
"02/01/2018, 08:07:44",120
"02/01/2018, 08:07:47",120
"02/01/2018, 08:07:50",120
"02/01/2018, 08:07:53",120
"02/01/2018, 08:07:56",120
"02/01/2018, 08:07:59",120
"02/01/2018, 08:08:02",120
"02/01/2018, 08:08:05",120
"02/01/2018, 08:08:08",120
"02/01/2018, 08:08:11",120
"02/01/2018, 08:08:14",120
"02/01/2018, 08:08:17",120
"02/01/2018, 08:08:20",120
"02/01/2018, 08:08:23",120
"02/01/2018, 08:08:24",121
"02/01/2018, 08:08:27",121
"02/01/2018, 08:08:30",121
"02/01/2018, 08:08:33",121
"02/01/2018, 08:08:36",121
"02/01/2018, 08:08:39",121
"02/01/2018, 08:08:42",121
"02/01/2018, 08:08:45",121
"02/01/2018, 08:08:48",121
"02/01/2018, 08:08:51",121
"02/01/2018, 08:08:54",121
"02/01/2018, 08:08:57",121
"02/01/2018, 08:09:00",121
"02/01/2018, 08:09:03",121
"02/01/2018, 08:09:06",121
"02/01/2018, 08:09:09",121
"02/01/2018, 08:09:12",121
"02/01/2018, 08:09:15",121
"02/01/2018, 08:09:18",121
"02/01/2018, 08:09:21",121
"02/01/2018, 08:09:23",120
"02/01/2018, 08:09:26",120
"02/01/2018, 08:09:29",120
"02/01/2018, 08:09:32",120
"02/01/2018, 08:09:35",120
"02/01/2018, 08:09:38",120
"02/01/2018, 08:09:41",120
"02/01/2018, 08:09:42",121
"02/01/2018, 08:09:45",121
"02/01/2018, 08:09:47",120
"02/01/2018, 08:09:50",120
"02/01/2018, 08:09:53",120
"02/01/2018, 08:09:56",120
"02/01/2018, 08:09:59",120
"02/01/2018, 08:10:02",120
"02/01/2018, 08:10:05",120
"02/01/2018, 08:10:07",121
"02/01/2018, 08:10:10",121
"02/01/2018, 08:10:13",121
"02/01/2018, 08:10:16",121
"02/01/2018, 08:10:19",121
"02/01/2018, 08:10:22",121
"02/01/2018, 08:10:25",121
"02/01/2018, 08:10:28",121
"02/01/2018, 08:10:31",121
"02/01/2018, 08:10:34",121
"02/01/2018, 08:10:37",121
"02/01/2018, 08:10:40",121
"02/01/2018, 08:10:43",121
"02/01/2018, 08:10:46",121
"02/01/2018, 08:10:49",121
"02/01/2018, 08:10:52",121
"02/01/2018, 08:10:55",121
"02/01/2018, 08:11:09",121
"02/01/2018, 08:11:12",121
"02/01/2018, 08:11:12",120
"02/01/2018, 08:11:15",120
"02/01/2018, 08:11:18",120
"02/01/2018, 08:11:21",120
"02/01/2018, 08:11:24",120
"02/01/2018, 08:11:27",120
"02/01/2018, 08:11:30",120
"02/01/2018, 08:11:33",120
"02/01/2018, 08:11:36",120
"02/01/2018, 08:11:39",120
"02/01/2018, 08:11:42",120
"02/01/2018, 08:11:45",120
"02/01/2018, 08:11:48",120
"02/01/2018, 08:11:51",120
"02/01/2018, 08:11:54",120
"02/01/2018, 08:11:57",120
"02/01/2018, 08:12:00",120
"02/01/2018, 08:12:03",120
"02/01/2018, 08:12:06",120
"02/01/2018, 08:12:09",120
"02/01/2018, 08:12:12",120
"02/01/2018, 08:12:13",119
"02/01/2018, 08:12:16",119
"02/01/2018, 08:12:16",120
"02/01/2018, 08:12:17",119
"02/01/2018, 08:12:19",120
"02/01/2018, 08:12:22",120
"02/01/2018, 08:12:22",119
"02/01/2018, 08:12:25",119
"02/01/2018, 08:12:28",119
"02/01/2018, 08:12:31",119
"02/01/2018, 08:12:34",119
"02/01/2018, 08:12:37",119
"02/01/2018, 08:12:40",119
"02/01/2018, 08:12:43",119
"02/01/2018, 08:12:46",119
"02/01/2018, 08:12:49",119
"02/01/2018, 08:12:53",119
"02/01/2018, 08:12:56",119
"02/01/2018, 08:12:56",120
"02/01/2018, 08:12:57",119
"02/01/2018, 08:13:00",119
"02/01/2018, 08:13:03",119
"02/01/2018, 08:13:06",119
"02/01/2018, 08:13:09",119
"02/01/2018, 08:13:13",119
"02/01/2018, 08:13:16",119
"02/01/2018, 08:13:19",119
"02/01/2018, 08:13:22",119
"02/01/2018, 08:13:25",119
"02/01/2018, 08:13:28",119
"02/01/2018, 08:13:31",119
"02/01/2018, 08:13:34",119
"02/01/2018, 08:13:37",119
"02/01/2018, 08:13:40",119
"02/01/2018, 08:13:43",119
"02/01/2018, 08:13:46",119
"02/01/2018, 08:13:49",119
"02/01/2018, 08:13:52",119
"02/01/2018, 08:13:52",118
"02/01/2018, 08:13:54",119
"02/01/2018, 08:13:57",119
"02/01/2018, 08:13:58",118
"02/01/2018, 08:14:01",118
"02/01/2018, 08:14:04",118
"02/01/2018, 08:14:07",118
"02/01/2018, 08:14:10",118
"02/01/2018, 08:14:13",118
"02/01/2018, 08:14:16",118
"02/01/2018, 08:14:19",118
"02/01/2018, 08:14:22",118
"02/01/2018, 08:14:25",118
"02/01/2018, 08:14:28",118
"02/01/2018, 08:14:31",118
"02/01/2018, 08:14:34",118
"02/01/2018, 08:14:37",118
"02/01/2018, 08:14:40",118
"02/01/2018, 08:14:43",118
"02/01/2018, 08:14:46",118
"02/01/2018, 08:14:49",118
"02/01/2018, 08:14:52",118
"02/01/2018, 08:14:55",118
"02/01/2018, 08:14:58",118
"02/01/2018, 08:15:01",118
"02/01/2018, 08:15:04",118
"02/01/2018, 08:15:07",118
"02/01/2018, 08:15:10",118
"02/01/2018, 08:15:11",117
"02/01/2018, 08:15:14",117
"02/01/2018, 08:15:14",116
"02/01/2018, 08:15:15",115
"02/01/2018, 08:15:16",114
"02/01/2018, 08:15:18",113
"02/01/2018, 08:15:19",112
"02/01/2018, 08:15:20",111
"02/01/2018, 08:15:21",110
"02/01/2018, 08:15:23",109
"02/01/2018, 08:15:25",108
"02/01/2018, 08:15:26",107
"02/01/2018, 08:15:27",106
"02/01/2018, 08:15:28",105
"02/01/2018, 08:15:29",104
"02/01/2018, 08:15:30",103
"02/01/2018, 08:15:31",102
"02/01/2018, 08:15:32",101
"02/01/2018, 08:15:33",100
"02/01/2018, 08:15:34",99
"02/01/2018, 08:15:35",98
"02/01/2018, 08:15:36",97
"02/01/2018, 08:15:38",96
"02/01/2018, 08:15:39",95
"02/01/2018, 08:15:40",94
"02/01/2018, 08:15:42",93
"02/01/2018, 08:15:44",92
"02/01/2018, 08:15:45",91
"02/01/2018, 08:15:47",90
"02/01/2018, 08:15:48",89
"02/01/2018, 08:15:50",88
"02/01/2018, 08:15:52",87
"02/01/2018, 08:15:54",86
"02/01/2018, 08:15:55",85
"02/01/2018, 08:15:57",84
"02/01/2018, 08:15:59",83
"02/01/2018, 08:16:01",82
"02/01/2018, 08:16:04",82
"02/01/2018, 08:16:04",81
"02/01/2018, 08:16:05",80
"02/01/2018, 08:16:07",79
"02/01/2018, 08:16:09",78
"02/01/2018, 08:16:10",77
"02/01/2018, 08:16:11",76
"02/01/2018, 08:16:13",75
"02/01/2018, 08:16:14",74
"02/01/2018, 08:16:17",74
"02/01/2018, 08:16:18",73
"02/01/2018, 08:16:20",72
"02/01/2018, 08:16:22",71
"02/01/2018, 08:16:24",70
"02/01/2018, 08:16:26",69
"02/01/2018, 08:16:29",69
"02/01/2018, 08:16:29",68
"02/01/2018, 08:16:32",68
"02/01/2018, 08:16:33",67
"02/01/2018, 08:16:34",66
"02/01/2018, 08:16:36",65
"02/01/2018, 08:16:37",64
"02/01/2018, 08:16:39",63
"02/01/2018, 08:16:41",62
"02/01/2018, 08:16:43",61
"02/01/2018, 08:16:46",60
"02/01/2018, 08:16:48",59
"02/01/2018, 08:16:51",59
"02/01/2018, 08:16:52",58
"02/01/2018, 08:16:55",58
"02/01/2018, 08:16:55",57
"02/01/2018, 08:16:58",57
"02/01/2018, 08:16:58",56
"02/01/2018, 08:17:01",56
"02/01/2018, 08:17:01",55
"02/01/2018, 08:17:03",54
"02/01/2018, 08:17:06",54
"02/01/2018, 08:17:06",53
"02/01/2018, 08:17:08",52
"02/01/2018, 08:17:11",52
"02/01/2018, 08:17:12",51
"02/01/2018, 08:17:15",51
"02/01/2018, 08:17:15",50
"02/01/2018, 08:17:18",50
"02/01/2018, 08:17:18",49
"02/01/2018, 08:17:21",49
"02/01/2018, 08:17:24",49
"02/01/2018, 08:17:24",48
"02/01/2018, 08:17:27",48
"02/01/2018, 08:17:30",47
"02/01/2018, 08:17:33",47
"02/01/2018, 08:17:33",46
"02/01/2018, 08:17:36",46
"02/01/2018, 08:17:38",45
"02/01/2018, 08:17:41",45
"02/01/2018, 08:17:44",45
"02/01/2018, 08:17:44",44
"02/01/2018, 08:17:47",43
"02/01/2018, 08:17:50",43
"02/01/2018, 08:17:51",42
"02/01/2018, 08:17:53",41
"02/01/2018, 08:17:56",41
"02/01/2018, 08:17:57",40
"02/01/2018, 08:17:59",39
"02/01/2018, 08:18:00",38
"02/01/2018, 08:18:03",38
"02/01/2018, 08:18:05",37
"02/01/2018, 08:18:08",37
"02/01/2018, 08:18:11",37
"02/01/2018, 08:18:11",36
"02/01/2018, 08:18:14",36
"02/01/2018, 08:18:17",36
"02/01/2018, 08:18:21",36
"02/01/2018, 08:18:24",35
"02/01/2018, 08:18:27",35
"02/01/2018, 08:18:30",35
"02/01/2018, 08:18:33",35
"02/01/2018, 08:18:36",35
"02/01/2018, 08:18:39",34
"02/01/2018, 08:18:42",34
"02/01/2018, 08:18:42",33
"02/01/2018, 08:18:45",33
"02/01/2018, 08:18:48",33
"02/01/2018, 08:18:51",33
"02/01/2018, 08:18:54",33
"02/01/2018, 08:18:57",32
"02/01/2018, 08:19:00",32
"02/01/2018, 08:19:00",31
"02/01/2018, 08:19:01",32
"02/01/2018, 08:19:02",31
"02/01/2018, 08:19:05",31
"02/01/2018, 08:19:07",32
"02/01/2018, 08:19:08",31
"02/01/2018, 08:19:11",31
"02/01/2018, 08:19:14",31
"02/01/2018, 08:19:17",31
"02/01/2018, 08:19:20",30
"02/01/2018, 08:19:23",30
"02/01/2018, 08:19:26",30
"02/01/2018, 08:19:28",29
"02/01/2018, 08:19:30",30
"02/01/2018, 08:19:31",29
"02/01/2018, 08:19:34",29
"02/01/2018, 08:19:37",29
"02/01/2018, 08:19:40",29
"02/01/2018, 08:19:43",29
"02/01/2018, 08:19:44",28
"02/01/2018, 08:19:48",28
"02/01/2018, 08:19:51",28
"02/01/2018, 08:19:53",27
"02/01/2018, 08:19:56",27
"02/01/2018, 08:19:56",28
"02/01/2018, 08:19:58",29
"02/01/2018, 08:20:01",29
"02/01/2018, 08:20:01",30
"02/01/2018, 08:20:02",31
"02/01/2018, 08:20:04",32
"02/01/2018, 08:20:05",33
"02/01/2018, 08:20:07",34
"02/01/2018, 08:20:08",35
"02/01/2018, 08:20:09",36
"02/01/2018, 08:20:10",37
"02/01/2018, 08:20:11",38
"02/01/2018, 08:20:12",39
"02/01/2018, 08:20:14",40
"02/01/2018, 08:20:15",42
"02/01/2018, 08:20:16",43
"02/01/2018, 08:20:17",44
"02/01/2018, 08:20:20",45
"02/01/2018, 08:20:21",46
"02/01/2018, 08:20:22",47
"02/01/2018, 08:20:23",48
"02/01/2018, 08:20:24",49
"02/01/2018, 08:20:25",50
"02/01/2018, 08:20:26",51
"02/01/2018, 08:20:27",52
"02/01/2018, 08:20:28",53
"02/01/2018, 08:20:29",54
"02/01/2018, 08:20:30",55
"02/01/2018, 08:20:31",56
"02/01/2018, 08:20:32",57
"02/01/2018, 08:20:33",58
"02/01/2018, 08:20:35",59
"02/01/2018, 08:20:37",60
"02/01/2018, 08:20:38",61
"02/01/2018, 08:20:39",62
"02/01/2018, 08:20:40",63
"02/01/2018, 08:20:41",64
"02/01/2018, 08:20:43",65
"02/01/2018, 08:20:44",66
"02/01/2018, 08:20:46",67
"02/01/2018, 08:20:48",68
"02/01/2018, 08:20:49",69
"02/01/2018, 08:20:50",70
"02/01/2018, 08:20:52",71
"02/01/2018, 08:20:54",72
"02/01/2018, 08:20:56",73
"02/01/2018, 08:20:57",74
"02/01/2018, 08:20:59",75
"02/01/2018, 08:21:00",76
"02/01/2018, 08:21:01",77
"02/01/2018, 08:21:03",78
"02/01/2018, 08:21:05",79
"02/01/2018, 08:21:07",80
"02/01/2018, 08:21:09",81
"02/01/2018, 08:21:11",82
"02/01/2018, 08:21:13",83
"02/01/2018, 08:21:16",83
"02/01/2018, 08:21:16",84
"02/01/2018, 08:21:19",84
"02/01/2018, 08:21:19",85
"02/01/2018, 08:21:22",85
"02/01/2018, 08:21:22",86
"02/01/2018, 08:21:24",87
"02/01/2018, 08:21:26",88
"02/01/2018, 08:21:28",89
"02/01/2018, 08:21:31",90
"02/01/2018, 08:21:34",90
"02/01/2018, 08:21:34",91
"02/01/2018, 08:21:37",91
"02/01/2018, 08:21:37",92
"02/01/2018, 08:21:40",92
"02/01/2018, 08:21:40",93
"02/01/2018, 08:21:43",93
"02/01/2018, 08:21:44",94
"02/01/2018, 08:21:47",94
"02/01/2018, 08:21:48",95
"02/01/2018, 08:21:51",95
"02/01/2018, 08:21:51",96
"02/01/2018, 08:21:54",96
"02/01/2018, 08:21:54",97
"02/01/2018, 08:21:57",97
"02/01/2018, 08:22:00",97
"02/01/2018, 08:22:01",98
"02/01/2018, 08:22:05",98
"02/01/2018, 08:22:07",99
"02/01/2018, 08:22:10",99
"02/01/2018, 08:22:10",100
"02/01/2018, 08:22:13",100
"02/01/2018, 08:22:16",100
"02/01/2018, 08:22:16",101
"02/01/2018, 08:22:19",101
"02/01/2018, 08:22:22",101
"02/01/2018, 08:22:23",102
"02/01/2018, 08:22:26",102
"02/01/2018, 08:22:29",102
"02/01/2018, 08:22:29",103
"02/01/2018, 08:22:32",103
"02/01/2018, 08:22:35",103
"02/01/2018, 08:22:37",104
"02/01/2018, 08:22:40",104
"02/01/2018, 08:22:43",104
"02/01/2018, 08:22:43",105
"02/01/2018, 08:22:46",105
"02/01/2018, 08:22:49",105
"02/01/2018, 08:22:49",105
"02/01/2018, 08:22:51",106
"02/01/2018, 08:22:54",106
"02/01/2018, 08:22:57",106
"02/01/2018, 08:23:00",106
"02/01/2018, 08:23:02",107
"02/01/2018, 08:23:05",107
"02/01/2018, 08:23:08",107
"02/01/2018, 08:23:11",107
"02/01/2018, 08:23:12",108
"02/01/2018, 08:23:15",108
"02/01/2018, 08:23:18",108
"02/01/2018, 08:23:21",108
"02/01/2018, 08:23:24",108
"02/01/2018, 08:23:25",109
"02/01/2018, 08:23:28",109
"02/01/2018, 08:23:31",109
"02/01/2018, 08:23:34",109
"02/01/2018, 08:23:37",109
"02/01/2018, 08:23:40",110
"02/01/2018, 08:23:42",109
"02/01/2018, 08:23:43",110
"02/01/2018, 08:23:46",110
"02/01/2018, 08:23:49",110
"02/01/2018, 08:23:52",110
"02/01/2018, 08:23:55",110
"02/01/2018, 08:23:58",111
"02/01/2018, 08:24:01",111
"02/01/2018, 08:24:04",111
"02/01/2018, 08:24:07",111
"02/01/2018, 08:24:10",111
"02/01/2018, 08:24:13",111
"02/01/2018, 08:24:15",112
"02/01/2018, 08:24:16",112
"02/01/2018, 08:24:19",112
"02/01/2018, 08:24:22",112
"02/01/2018, 08:24:25",112
"02/01/2018, 08:24:28",112
"02/01/2018, 08:24:31",112
"02/01/2018, 08:24:34",112
"02/01/2018, 08:24:37",112
"02/01/2018, 08:24:40",112
"02/01/2018, 08:24:43",112
"02/01/2018, 08:24:46",112
"02/01/2018, 08:24:49",112
"02/01/2018, 08:24:52",113
"02/01/2018, 08:24:55",113
"02/01/2018, 08:24:58",113
"02/01/2018, 08:25:01",113
"02/01/2018, 08:25:04",113
"02/01/2018, 08:25:07",113
"02/01/2018, 08:25:10",113
"02/01/2018, 08:25:13",113
"02/01/2018, 08:25:16",113
"02/01/2018, 08:25:19",113
"02/01/2018, 08:25:22",113
"02/01/2018, 08:25:25",113
"02/01/2018, 08:25:28",113
"02/01/2018, 08:25:31",113
"02/01/2018, 08:25:34",113
"02/01/2018, 08:25:37",113
"02/01/2018, 08:25:42",113
"02/01/2018, 08:25:45",113
"02/01/2018, 08:25:48",113
"02/01/2018, 08:25:51",113
"02/01/2018, 08:25:51",114
"02/01/2018, 08:25:54",114
"02/01/2018, 08:25:57",114
"02/01/2018, 08:26:00",114
"02/01/2018, 08:26:03",114
"02/01/2018, 08:26:06",114
"02/01/2018, 08:26:09",114
"02/01/2018, 08:26:12",114
"02/01/2018, 08:26:15",114
"02/01/2018, 08:26:18",114
"02/01/2018, 08:26:21",114
"02/01/2018, 08:26:24",114
"02/01/2018, 08:26:27",114
"02/01/2018, 08:26:30",114
"02/01/2018, 08:26:33",114
"02/01/2018, 08:26:36",114
"02/01/2018, 08:26:39",114
"02/01/2018, 08:26:42",114
"02/01/2018, 08:26:45",114
"02/01/2018, 08:26:48",114
"02/01/2018, 08:26:51",114
"02/01/2018, 08:26:54",114
"02/01/2018, 08:26:57",114
"02/01/2018, 08:27:00",114
"02/01/2018, 08:27:03",114
"02/01/2018, 08:27:06",114
"02/01/2018, 08:27:09",114
"02/01/2018, 08:27:12",114
"02/01/2018, 08:27:15",115
"02/01/2018, 08:27:18",115
"02/01/2018, 08:27:21",115
"02/01/2018, 08:27:24",115
"02/01/2018, 08:27:27",115
"02/01/2018, 08:27:30",115
"02/01/2018, 08:27:33",115
"02/01/2018, 08:27:36",115
"02/01/2018, 08:27:39",115
"02/01/2018, 08:27:42",115
"02/01/2018, 08:27:45",115
"02/01/2018, 08:27:48",115
"02/01/2018, 08:27:51",115
"02/01/2018, 08:27:54",115
"02/01/2018, 08:27:57",115
"02/01/2018, 08:28:00",115
"02/01/2018, 08:28:03",115
"02/01/2018, 08:28:06",115
"02/01/2018, 08:28:09",115
"02/01/2018, 08:28:12",115
"02/01/2018, 08:28:15",115
"02/01/2018, 08:28:18",115
"02/01/2018, 08:28:21",115
"02/01/2018, 08:28:24",115
"02/01/2018, 08:28:27",115
"02/01/2018, 08:28:50",115
"02/01/2018, 08:28:53",115
"02/01/2018, 08:28:56",115
"02/01/2018, 08:28:59",115
"02/01/2018, 08:29:49",115
"02/01/2018, 08:29:49",116
"02/01/2018, 08:29:53",116
"02/01/2018, 08:29:56",116
"02/01/2018, 08:29:59",116
"02/01/2018, 08:30:16",116
"02/01/2018, 08:30:19",116
"02/01/2018, 08:30:22",116
"02/01/2018, 08:30:26",116
"02/01/2018, 08:30:29",116
"02/01/2018, 08:30:32",116
"02/01/2018, 08:30:34",115
"02/01/2018, 08:30:37",115
"02/01/2018, 08:30:38",116
"02/01/2018, 08:30:41",116
"02/01/2018, 08:30:44",115
"02/01/2018, 08:30:47",115
"02/01/2018, 08:30:50",115
"02/01/2018, 08:30:51",116
"02/01/2018, 08:30:54",116
"02/01/2018, 08:30:57",116
"02/01/2018, 08:31:00",116
"02/01/2018, 08:31:03",116
"02/01/2018, 08:31:06",116
"02/01/2018, 08:31:09",116
"02/01/2018, 08:31:12",116
"02/01/2018, 08:31:15",116
"02/01/2018, 08:31:18",116
"02/01/2018, 08:31:21",116
"02/01/2018, 08:31:24",116
"02/01/2018, 08:31:27",116
"02/01/2018, 08:31:30",116
"02/01/2018, 08:31:33",116
"02/01/2018, 08:31:36",116
"02/01/2018, 08:31:39",116
"02/01/2018, 08:31:42",116
"02/01/2018, 08:31:56",116
"02/01/2018, 08:31:59",116
"02/01/2018, 08:32:02",116
"02/01/2018, 08:32:05",116
"02/01/2018, 08:32:08",116
"02/01/2018, 08:32:11",116
"02/01/2018, 08:32:14",116
"02/01/2018, 08:32:17",116
"02/01/2018, 08:32:20",116
"02/01/2018, 08:32:23",116
"02/01/2018, 08:32:26",116
"02/01/2018, 08:32:29",116
"02/01/2018, 08:32:29",117
"02/01/2018, 08:32:32",117
"02/01/2018, 08:32:35",117
"02/01/2018, 08:32:38",117
"02/01/2018, 08:32:41",117
"02/01/2018, 08:32:44",117
"02/01/2018, 08:32:47",117
"02/01/2018, 08:32:50",117
"02/01/2018, 08:32:53",117
"02/01/2018, 08:32:56",117
"02/01/2018, 08:32:59",117
"02/01/2018, 08:33:02",117
"02/01/2018, 08:33:05",117
"02/01/2018, 08:33:08",117
"02/01/2018, 08:33:11",117
"02/01/2018, 08:33:14",117
"02/01/2018, 08:33:17",117
"02/01/2018, 08:33:20",117
"02/01/2018, 08:33:23",117
"02/01/2018, 08:33:26",117
"02/01/2018, 08:33:29",117
"02/01/2018, 08:33:32",117
"02/01/2018, 08:33:35",117
"02/01/2018, 08:33:38",117
